Team 0,Team 1,Kicking Team,Winning Team,Kicking Team Won,Receiving Team Won,Tie Game,Kicking Team Score,Kicking Team Possession Results,Receiving Team Score,Receiving Team Possession Results,Kicking Team Possessions,Receiving Team Possessions,Time Remaining,OT Summary
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,[],7,['TOUCHDOWN'],0,1,373.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  10:00 Remaining
Receiving Team starts their drive at their own 30 yardline
Receiving Team scores a touchdown.
Extra point is good.
Receiving Team wins. Kicking Team: 0, Receiving Team: 7.  6:13 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Kicking Team,1,0,0,3,['FIELD_GOAL'],0,['PUNT'],1,1,161.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  9:56 Remaining
Receiving Team starts their drive at their own 28 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  8:12 Remaining
Kicking Team starts their drive at their own 21.0 yardline
Kicking Team kicks a field goal.
Kicking Team wins. Kicking Team: 3, Receiving Team: 0.  2:41 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Kicking Team,1,0,0,6,"['FIELD_GOAL', 'FIELD_GOAL']",3,"['FIELD_GOAL', 'PUNT']",2,2,0.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  9:55 Remaining
Receiving Team starts their drive at their own 32 yardline
Receiving Team kicks a field goal.
Receiving Team kicks off. 
Kicking Team: 0, Receiving Team: 3.  3:49 Remaining
Kicking Team starts their drive at their own 24 yardline
Kicking Team kicks a field goal.
Kicking Team kicks off. 
Kicking Team: 3, Receiving Team: 3.  2:36 Remaining
Receiving Team starts their drive at their own 31 yardline
Receiving Team punts.
Kicking Team: 3, Receiving Team: 3.  0:42 Remaining
Kicking Team starts their drive at the opponents 15.0 yardline
Kicking Team kicks a field goal.
Kicking Team wins. Kicking Team: 6, Receiving Team: 3.  0:00 Remaining
"
Kicking Team,Receiving Team,Kicking Team,TIE,0,0,1,0,"['MISSED_FG', 'END_HALF']",0,"['FUMBLE', 'DOWNS']",2,2,0.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  9:55 Remaining
Receiving Team starts their drive at their own 29 yardline
Receiving Team turns the ball over via FUMBLE.
Kicking Team: 0, Receiving Team: 0.  9:46 Remaining
Kicking Team starts their drive at the opponents 36.0 yardline
Kicking Team turns the ball over via MISSED_FG.
Kicking Team: 0, Receiving Team: 0.  7:30 Remaining
Receiving Team starts their drive at their own 45.0 yardline
Receiving Team turns the ball over via DOWNS.
Kicking Team: 0, Receiving Team: 0.  3:10 Remaining
Kicking Team starts their drive at their own 15.0 yardline
Time runs out.
The game ends in a tie. Kicking Team: 0, Receiving Team: 0.  0:00 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,[],7,['TOUCHDOWN'],0,1,525.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  10:00 Remaining
Receiving Team starts their drive at their own 30 yardline
Receiving Team scores a touchdown.
Extra point is good.
Receiving Team wins. Kicking Team: 0, Receiving Team: 7.  8:45 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,[],7,['TOUCHDOWN'],0,1,364.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  9:55 Remaining
Receiving Team starts their drive at their own 22 yardline
Receiving Team scores a touchdown.
Extra point is good.
Receiving Team wins. Kicking Team: 0, Receiving Team: 7.  6:04 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,[],7,['TOUCHDOWN'],0,1,200.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  10:00 Remaining
Receiving Team starts their drive at their own 30 yardline
Receiving Team scores a touchdown.
Extra point is good.
Receiving Team wins. Kicking Team: 0, Receiving Team: 7.  3:20 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Kicking Team,1,0,0,3,['FIELD_GOAL'],0,['PUNT'],1,1,313.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  9:54 Remaining
Receiving Team starts their drive at their own 29 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  7:31 Remaining
Kicking Team starts their drive at their own 33.0 yardline
Kicking Team kicks a field goal.
Kicking Team wins. Kicking Team: 3, Receiving Team: 0.  5:13 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['INTERCEPTION'],3,"['INTERCEPTION', 'FIELD_GOAL']",1,2,214.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  10:00 Remaining
Receiving Team starts their drive at their own 30 yardline
Receiving Team turns the ball over via INTERCEPTION.
Kicking Team: 0, Receiving Team: 0.  7:50 Remaining
Kicking Team starts their drive at their own 30.0 yardline
Kicking Team turns the ball over via INTERCEPTION.
Kicking Team: 0, Receiving Team: 0.  6:51 Remaining
Receiving Team starts their drive at their own 29.0 yardline
Receiving Team kicks a field goal.
Receiving Team wins. Kicking Team: 0, Receiving Team: 3.  3:34 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['PUNT'],3,['FIELD_GOAL'],1,1,163.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  9:54 Remaining
Receiving Team starts their drive at their own 35 yardline
Receiving Team kicks a field goal.
Receiving Team kicks off. 
Kicking Team: 0, Receiving Team: 3.  5:09 Remaining
Kicking Team starts their drive at their own 30 yardline
Kicking Team went for it and failed on fourth down.
Receiving Team wins. Kicking Team: 0, Receiving Team: 3.  2:43 Remaining
"
