Team 0,Team 1,Kicking Team,Winning Team,Kicking Team Won,Receiving Team Won,Tie Game,Kicking Team Score,Kicking Team Possession Results,Receiving Team Score,Receiving Team Possession Results,Kicking Team Possessions,Receiving Team Possessions,Time Remaining,OT Summary
Kicking Team,Receiving Team,Kicking Team,Kicking Team,1,0,0,3,['FIELD_GOAL'],0,['FUMBLE'],1,1,692.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  15:00 Remaining
Receiving Team starts their drive at their own 20 yardline
Receiving Team turns the ball over via FUMBLE.
Kicking Team: 0, Receiving Team: 0.  14:16 Remaining
Kicking Team starts their drive at the opponents 47.0 yardline
Kicking Team kicks a field goal.
Kicking Team wins. Kicking Team: 3, Receiving Team: 0.  11:32 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['PUNT'],7,"['PUNT', 'TOUCHDOWN']",1,2,596.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  14:56 Remaining
Receiving Team starts their drive at their own 21 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  13:25 Remaining
Kicking Team starts their drive at their own 27.0 yardline
Kicking Team punts.
Kicking Team: 0, Receiving Team: 0.  11:28 Remaining
Receiving Team starts their drive at their own 20.0 yardline
Receiving Team scores a touchdown.
Extra point is good.
Receiving Team wins. Kicking Team: 0, Receiving Team: 7.  9:56 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Kicking Team,1,0,0,7,['TOUCHDOWN'],3,['FIELD_GOAL'],1,1,263.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  15:00 Remaining
Receiving Team starts their drive at their own 20 yardline
Receiving Team kicks a field goal.
Receiving Team kicks off. 
Kicking Team: 0, Receiving Team: 3.  8:29 Remaining
Kicking Team starts their drive at their own 20 yardline
Kicking Team scores a touchdown.
Extra point is good.
Kicking Team wins. Kicking Team: 7, Receiving Team: 3.  4:23 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,[],7,['TOUCHDOWN'],0,1,796.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  14:53 Remaining
Receiving Team starts their drive at their own 49 yardline
Receiving Team scores a touchdown.
Extra point is good.
Receiving Team wins. Kicking Team: 0, Receiving Team: 7.  13:16 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['PUNT'],6,"['FUMBLE', 'TOUCHDOWN']",1,2,305.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  14:49 Remaining
Receiving Team starts their drive at their own 44 yardline
Receiving Team turns the ball over via FUMBLE.
Kicking Team: 0, Receiving Team: 0.  9:58 Remaining
Kicking Team starts their drive at their own 3.0 yardline
Kicking Team punts.
Kicking Team: 0, Receiving Team: 0.  5:58 Remaining
Receiving Team starts their drive at their own 33.0 yardline
Receiving Team scores a touchdown.
Extra point failed.
Receiving Team wins. Kicking Team: 0, Receiving Team: 6.  5:05 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['INTERCEPTION'],3,"['PUNT', 'FIELD_GOAL']",1,2,413.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  15:00 Remaining
Receiving Team starts their drive at their own 20 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  10:22 Remaining
Kicking Team starts their drive at their own 16.0 yardline
Kicking Team turns the ball over via INTERCEPTION.
Kicking Team: 0, Receiving Team: 0.  7:58 Remaining
Receiving Team starts their drive at the opponents 5.0 yardline
Receiving Team kicks a field goal.
Receiving Team wins. Kicking Team: 0, Receiving Team: 3.  6:53 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['PUNT'],3,"['PUNT', 'FIELD_GOAL']",1,2,326.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  14:55 Remaining
Receiving Team starts their drive at their own 19 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  9:43 Remaining
Kicking Team starts their drive at their own 6.0 yardline
Kicking Team punts.
Kicking Team: 0, Receiving Team: 0.  8:35 Remaining
Receiving Team starts their drive at the opponents 45.0 yardline
Receiving Team kicks a field goal.
Receiving Team wins. Kicking Team: 0, Receiving Team: 3.  5:26 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Kicking Team,1,0,0,7,['TOUCHDOWN'],0,['PUNT'],1,1,599.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  14:54 Remaining
Receiving Team starts their drive at their own 7 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  13:17 Remaining
Kicking Team starts their drive at the opponents 50.0 yardline
Kicking Team scores a touchdown.
Extra point is good.
Kicking Team wins. Kicking Team: 7, Receiving Team: 0.  9:59 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['DOWNS'],7,['FUMBLE'],1,2,135.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  15:00 Remaining
Receiving Team starts their drive at their own 20 yardline
Receiving Team turns the ball over via FUMBLE.
Kicking Team: 0, Receiving Team: 0.  13:57 Remaining
Kicking Team starts their drive at their own 35.0 yardline
Kicking Team turns the ball over via DOWNS.Receiving Team returns it for a touchdown.
Extra point is good.
Receiving Team wins. Kicking Team: 0, Receiving Team: 7.  2:15 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['PUNT'],3,"['PUNT', 'FIELD_GOAL']",1,2,510.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  14:51 Remaining
Receiving Team starts their drive at their own 38 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  11:16 Remaining
Kicking Team starts their drive at their own 4.0 yardline
Kicking Team punts.
Kicking Team: 0, Receiving Team: 0.  9:56 Remaining
Receiving Team starts their drive at the opponents 33.0 yardline
Receiving Team kicks a field goal.
Receiving Team wins. Kicking Team: 0, Receiving Team: 3.  8:30 Remaining
"
