Team 0,Team 1,Kicking Team,Winning Team,Kicking Team Won,Receiving Team Won,Tie Game,Kicking Team Score,Kicking Team Possession Results,Receiving Team Score,Receiving Team Possession Results,Kicking Team Possessions,Receiving Team Possessions,Time Remaining,OT Summary
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['INTERCEPTION'],7,['TOUCHDOWN'],1,1,295.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  9:53 Remaining
Receiving Team starts their drive at their own 37 yardline
Receiving Team scores a touchdown.
Extra point is good.
Receiving Team kicks off. 
Kicking Team: 0, Receiving Team: 7.  5:32 Remaining
Kicking Team starts their drive at their own 31 yardline
Kicking Team turns the ball over via INTERCEPTION.
Receiving Team wins. Kicking Team: 0, Receiving Team: 7.  4:55 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Kicking Team,1,0,0,3,"['PUNT', 'FIELD_GOAL']",0,"['PUNT', 'PUNT']",2,2,174.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  9:55 Remaining
Receiving Team starts their drive at their own 25 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  9:00 Remaining
Kicking Team starts their drive at their own 36.0 yardline
Kicking Team punts.
Kicking Team: 0, Receiving Team: 0.  8:05 Remaining
Receiving Team starts their drive at their own 26.0 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  6:10 Remaining
Kicking Team starts their drive at their own 32.0 yardline
Kicking Team kicks a field goal.
Kicking Team wins. Kicking Team: 3, Receiving Team: 0.  2:54 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['MISSED_FG'],3,['FIELD_GOAL'],1,1,0.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  9:54 Remaining
Receiving Team starts their drive at their own 23 yardline
Receiving Team kicks a field goal.
Receiving Team kicks off. 
Kicking Team: 0, Receiving Team: 3.  6:03 Remaining
Kicking Team starts their drive at their own 22 yardline
Kicking Team turns the ball over via MISSED_FG.
Receiving Team wins. Kicking Team: 0, Receiving Team: 3.  0:00 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Kicking Team,1,0,0,7,['TOUCHDOWN'],0,['PUNT'],1,1,233.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  9:55 Remaining
Receiving Team starts their drive at their own 26 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  8:21 Remaining
Kicking Team starts their drive at their own 39.0 yardline
Kicking Team scores a touchdown.
Extra point is good.
Kicking Team wins. Kicking Team: 7, Receiving Team: 0.  3:53 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Kicking Team,1,0,0,3,['FIELD_GOAL'],0,['PUNT'],1,1,291.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  9:54 Remaining
Receiving Team starts their drive at their own 24 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  8:14 Remaining
Kicking Team starts their drive at their own 37.0 yardline
Kicking Team kicks a field goal.
Kicking Team wins. Kicking Team: 3, Receiving Team: 0.  4:51 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Kicking Team,1,0,0,7,['TOUCHDOWN'],0,['PUNT'],1,1,325.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  9:54 Remaining
Receiving Team starts their drive at their own 29 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  7:27 Remaining
Kicking Team starts their drive at their own 20.0 yardline
Kicking Team scores a touchdown.
Extra point is good.
Kicking Team wins. Kicking Team: 7, Receiving Team: 0.  5:25 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Kicking Team,1,0,0,3,"['PUNT', 'FIELD_GOAL']",0,"['PUNT', 'PUNT']",2,2,90.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  9:55 Remaining
Receiving Team starts their drive at their own 32 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  8:15 Remaining
Kicking Team starts their drive at their own 14.0 yardline
Kicking Team punts.
Kicking Team: 0, Receiving Team: 0.  3:03 Remaining
Receiving Team starts their drive at their own 8.0 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  2:18 Remaining
Kicking Team starts their drive at their own 19.0 yardline
Kicking Team kicks a field goal.
Kicking Team wins. Kicking Team: 3, Receiving Team: 0.  1:30 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['PUNT'],7,['TOUCHDOWN'],1,1,151.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  10:00 Remaining
Receiving Team starts their drive at their own 35 yardline
Receiving Team scores a touchdown.
Extra point is good.
Receiving Team kicks off. 
Kicking Team: 0, Receiving Team: 7.  5:20 Remaining
Kicking Team starts their drive at their own 21 yardline
Kicking Team went for it and failed on fourth down.
Receiving Team wins. Kicking Team: 0, Receiving Team: 7.  2:31 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['PUNT'],3,"['PUNT', 'FIELD_GOAL']",1,2,0.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  9:54 Remaining
Receiving Team starts their drive at their own 23 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  4:08 Remaining
Kicking Team starts their drive at their own 10.0 yardline
Kicking Team punts.
Kicking Team: 0, Receiving Team: 0.  0:40 Remaining
Receiving Team starts their drive at the opponents 49.0 yardline
Receiving Team kicks a field goal.
Receiving Team wins. Kicking Team: 0, Receiving Team: 3.  0:00 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['PUNT'],3,['FIELD_GOAL'],1,1,186.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  10:00 Remaining
Receiving Team starts their drive at their own 35 yardline
Receiving Team kicks a field goal.
Receiving Team kicks off. 
Kicking Team: 0, Receiving Team: 3.  7:42 Remaining
Kicking Team starts their drive at their own 29 yardline
Kicking Team went for it and failed on fourth down.
Receiving Team wins. Kicking Team: 0, Receiving Team: 3.  3:06 Remaining
"
