Team 0,Team 1,Kicking Team,Winning Team,Kicking Team Won,Receiving Team Won,Tie Game,Kicking Team Score,Kicking Team Possession Results,Receiving Team Score,Receiving Team Possession Results,Kicking Team Possessions,Receiving Team Possessions,Time Remaining,OT Summary
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,[],7,['TOUCHDOWN'],0,1,254.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  9:54 Remaining
Receiving Team starts their drive at their own 33 yardline
Receiving Team scores a touchdown.
Extra point is good.
Receiving Team wins. Kicking Team: 0, Receiving Team: 7.  4:14 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Kicking Team,1,0,0,7,['FIELD_GOAL'],3,['FIELD_GOAL'],1,1,128.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  10:00 Remaining
Receiving Team starts their drive at their own 30 yardline
Receiving Team kicks a field goal.
Receiving Team kicks off. 
Kicking Team: 0, Receiving Team: 3.  3:59 Remaining
Kicking Team starts their drive at their own 30 yardline
Kicking Team went for it on fourth down and scored a touchdown.
Extra point is good.
Kicking Team wins. Kicking Team: 7, Receiving Team: 3.  2:08 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Kicking Team,1,0,0,3,['FIELD_GOAL'],0,['PUNT'],1,1,81.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  10:00 Remaining
Receiving Team starts their drive at their own 30 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  8:26 Remaining
Kicking Team starts their drive at their own 19.0 yardline
Kicking Team kicks a field goal.
Kicking Team wins. Kicking Team: 3, Receiving Team: 0.  1:21 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['FIELD_GOAL'],3,['FIELD_GOAL'],1,1,24.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  10:00 Remaining
Receiving Team starts their drive at their own 30 yardline
Receiving Team kicks a field goal.
Receiving Team kicks off. 
Kicking Team: 0, Receiving Team: 3.  2:17 Remaining
Kicking Team starts their drive at their own 30 yardline
Kicking Team went for it and failed on fourth down.
Receiving Team wins. Kicking Team: 0, Receiving Team: 3.  0:24 Remaining
"
Kicking Team,Receiving Team,Kicking Team,TIE,0,0,1,0,"['PUNT', 'INTERCEPTION']",0,"['PUNT', 'MISSED_FG', 'END_GAME']",2,3,0.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  10:00 Remaining
Receiving Team starts their drive at their own 30 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  6:14 Remaining
Kicking Team starts their drive at their own 11.0 yardline
Kicking Team punts.
Kicking Team: 0, Receiving Team: 0.  3:12 Remaining
Receiving Team starts their drive at their own 13.0 yardline
Receiving Team turns the ball over via MISSED_FG.
Kicking Team: 0, Receiving Team: 0.  2:30 Remaining
Kicking Team starts their drive at their own 43.0 yardline
Kicking Team turns the ball over via INTERCEPTION.
Kicking Team: 0, Receiving Team: 0.  1:34 Remaining
Receiving Team starts their drive at their own 41.0 yardline
Time runs out.
The game ends in a tie. Kicking Team: 0, Receiving Team: 0.  0:00 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['PUNT'],7,"['PUNT', 'TOUCHDOWN']",1,2,99.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  10:00 Remaining
Receiving Team starts their drive at their own 30 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  8:26 Remaining
Kicking Team starts their drive at their own 19.0 yardline
Kicking Team punts.
Kicking Team: 0, Receiving Team: 0.  6:41 Remaining
Receiving Team starts their drive at their own 11.0 yardline
Receiving Team scores a touchdown.
Extra point is good.
Receiving Team wins. Kicking Team: 0, Receiving Team: 7.  1:39 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['PUNT'],3,"['PUNT', 'FIELD_GOAL']",1,2,184.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  10:00 Remaining
Receiving Team starts their drive at their own 30 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  7:55 Remaining
Kicking Team starts their drive at their own 15.0 yardline
Kicking Team punts.
Kicking Team: 0, Receiving Team: 0.  6:19 Remaining
Receiving Team starts their drive at their own 26.0 yardline
Receiving Team kicks a field goal.
Receiving Team wins. Kicking Team: 0, Receiving Team: 3.  3:04 Remaining
"
Kicking Team,Receiving Team,Kicking Team,TIE,0,0,1,0,"['PUNT', 'END_HALF']",0,"['DOWNS', 'PUNT']",2,2,0.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  10:00 Remaining
Receiving Team starts their drive at their own 30 yardline
Receiving Team turns the ball over via DOWNS.
Kicking Team: 0, Receiving Team: 0.  4:01 Remaining
Kicking Team starts their drive at their own 40.0 yardline
Kicking Team punts.
Kicking Team: 0, Receiving Team: 0.  2:12 Remaining
Receiving Team starts their drive at their own 11.0 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  0:25 Remaining
Kicking Team starts their drive at their own 28.0 yardline
Time runs out.
The game ends in a tie. Kicking Team: 0, Receiving Team: 0.  0:00 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Kicking Team,1,0,0,7,['TOUCHDOWN'],0,['PUNT'],1,1,368.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  10:00 Remaining
Receiving Team starts their drive at their own 30 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  7:37 Remaining
Kicking Team starts their drive at their own 33.0 yardline
Kicking Team scores a touchdown.
Extra point is good.
Kicking Team wins. Kicking Team: 7, Receiving Team: 0.  6:08 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['INTERCEPTION'],3,['FIELD_GOAL'],1,1,214.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  10:00 Remaining
Receiving Team starts their drive at their own 30 yardline
Receiving Team kicks a field goal.
Receiving Team kicks off. 
Kicking Team: 0, Receiving Team: 3.  5:27 Remaining
Kicking Team starts their drive at their own 30 yardline
Kicking Team turns the ball over via INTERCEPTION.
Receiving Team wins. Kicking Team: 0, Receiving Team: 3.  3:34 Remaining
"
