Team 0,Team 1,Kicking Team,Winning Team,Kicking Team Won,Receiving Team Won,Tie Game,Kicking Team Score,Kicking Team Possession Results,Receiving Team Score,Receiving Team Possession Results,Kicking Team Possessions,Receiving Team Possessions,Time Remaining,OT Summary
Kicking Team,Receiving Team,Kicking Team,Kicking Team,1,0,0,7,['TOUCHDOWN'],0,['PUNT'],1,1,798.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  15:00 Remaining
Receiving Team starts their drive at their own 25 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  13:28 Remaining
Kicking Team starts their drive at the opponents 50.0 yardline
Kicking Team scores a touchdown.
Extra point is good.
Kicking Team wins. Kicking Team: 7, Receiving Team: 0.  13:18 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Kicking Team,1,0,0,7,['TOUCHDOWN'],0,['MISSED_FG'],1,1,216.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  15:00 Remaining
Receiving Team starts their drive at their own 25 yardline
Receiving Team turns the ball over via MISSED_FG.
Kicking Team: 0, Receiving Team: 0.  9:13 Remaining
Kicking Team starts their drive at their own 39.0 yardline
Kicking Team scores a touchdown.
Extra point is good.
Kicking Team wins. Kicking Team: 7, Receiving Team: 0.  3:36 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,[],7,['TOUCHDOWN'],0,1,689.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  14:53 Remaining
Receiving Team starts their drive at their own 23 yardline
Receiving Team scores a touchdown.
Extra point is good.
Receiving Team wins. Kicking Team: 0, Receiving Team: 7.  11:29 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,[],7,['TOUCHDOWN'],0,1,602.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  15:00 Remaining
Receiving Team starts their drive at their own 25 yardline
Receiving Team scores a touchdown.
Extra point is good.
Receiving Team wins. Kicking Team: 0, Receiving Team: 7.  10:02 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,3,['FIELD_GOAL'],10,"['FIELD_GOAL', 'TOUCHDOWN']",1,2,311.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  14:59 Remaining
Receiving Team starts their drive at the opponents 41 yardline
Receiving Team kicks a field goal.
Receiving Team kicks off. 
Kicking Team: 0, Receiving Team: 3.  13:33 Remaining
Kicking Team starts their drive at their own 25 yardline
Kicking Team kicks a field goal.
Kicking Team kicks off. 
Kicking Team: 3, Receiving Team: 3.  11:16 Remaining
Receiving Team starts their drive at their own 25 yardline
Receiving Team scores a touchdown.
Extra point is good.
Receiving Team wins. Kicking Team: 3, Receiving Team: 10.  5:11 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['PUNT'],7,"['PUNT', 'TOUCHDOWN']",1,2,248.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  14:56 Remaining
Receiving Team starts their drive at their own 14 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  11:13 Remaining
Kicking Team starts their drive at their own 8.0 yardline
Kicking Team punts.
Kicking Team: 0, Receiving Team: 0.  9:22 Remaining
Receiving Team starts their drive at their own 41.0 yardline
Receiving Team scores a touchdown.
Extra point is good.
Receiving Team wins. Kicking Team: 0, Receiving Team: 7.  4:08 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['PUNT'],3,['FIELD_GOAL'],1,1,614.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  15:00 Remaining
Receiving Team starts their drive at their own 25 yardline
Receiving Team kicks a field goal.
Receiving Team kicks off. 
Kicking Team: 0, Receiving Team: 3.  11:18 Remaining
Kicking Team starts their drive at their own 34 yardline
Kicking Team went for it and failed on fourth down.
Receiving Team wins. Kicking Team: 0, Receiving Team: 3.  10:14 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['PUNT'],3,['FIELD_GOAL'],1,1,401.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  14:58 Remaining
Receiving Team starts their drive at their own 25 yardline
Receiving Team kicks a field goal.
Receiving Team kicks off. 
Kicking Team: 0, Receiving Team: 3.  9:59 Remaining
Kicking Team starts their drive at their own 25 yardline
Kicking Team went for it and failed on fourth down.
Receiving Team wins. Kicking Team: 0, Receiving Team: 3.  6:41 Remaining
"
Kicking Team,Receiving Team,Kicking Team,TIE,0,0,1,0,"['PUNT', 'PUNT', 'END_HALF']",0,"['PUNT', 'PUNT', 'DOWNS']",3,3,0.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  15:00 Remaining
Receiving Team starts their drive at their own 25 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  12:16 Remaining
Kicking Team starts their drive at their own 8.0 yardline
Kicking Team punts.
Kicking Team: 0, Receiving Team: 0.  8:30 Remaining
Receiving Team starts their drive at their own 14.0 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  3:49 Remaining
Kicking Team starts their drive at their own 2.0 yardline
Kicking Team punts.
Kicking Team: 0, Receiving Team: 0.  2:32 Remaining
Receiving Team starts their drive at their own 49.0 yardline
Receiving Team turns the ball over via DOWNS.
Kicking Team: 0, Receiving Team: 0.  1:01 Remaining
Kicking Team starts their drive at their own 45.0 yardline
Time runs out.
The game ends in a tie. Kicking Team: 0, Receiving Team: 0.  0:00 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,[],7,['TOUCHDOWN'],0,1,814.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  14:55 Remaining
Receiving Team starts their drive at their own 23 yardline
Receiving Team scores a touchdown.
Extra point is good.
Receiving Team wins. Kicking Team: 0, Receiving Team: 7.  13:34 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,[],7,['TOUCHDOWN'],0,1,667.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  15:00 Remaining
Receiving Team starts their drive at their own 25 yardline
Receiving Team scores a touchdown.
Extra point is good.
Receiving Team wins. Kicking Team: 0, Receiving Team: 7.  11:07 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['PUNT'],3,['FIELD_GOAL'],1,1,442.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  15:00 Remaining
Receiving Team starts their drive at their own 25 yardline
Receiving Team kicks a field goal.
Receiving Team kicks off. 
Kicking Team: 0, Receiving Team: 3.  8:40 Remaining
Kicking Team starts their drive at their own 32 yardline
Kicking Team went for it and failed on fourth down.
Receiving Team wins. Kicking Team: 0, Receiving Team: 3.  7:22 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Kicking Team,1,0,0,7,"['PUNT', 'PUNT', 'TOUCHDOWN']",0,"['PUNT', 'PUNT', 'PUNT']",3,3,166.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  15:00 Remaining
Receiving Team starts their drive at their own 25 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  14:14 Remaining
Kicking Team starts their drive at their own 21.0 yardline
Kicking Team punts.
Kicking Team: 0, Receiving Team: 0.  12:27 Remaining
Receiving Team starts their drive at their own 40.0 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  10:53 Remaining
Kicking Team starts their drive at their own 35.0 yardline
Kicking Team punts.
Kicking Team: 0, Receiving Team: 0.  8:55 Remaining
Receiving Team starts their drive at their own 2.0 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  6:08 Remaining
Kicking Team starts their drive at their own 20.0 yardline
Kicking Team scores a touchdown.
Extra point is good.
Kicking Team wins. Kicking Team: 7, Receiving Team: 0.  2:46 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['PUNT'],3,['FIELD_GOAL'],1,1,640.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  15:00 Remaining
Receiving Team starts their drive at their own 25 yardline
Receiving Team kicks a field goal.
Receiving Team kicks off. 
Kicking Team: 0, Receiving Team: 3.  12:54 Remaining
Kicking Team starts their drive at their own 40 yardline
Kicking Team went for it and failed on fourth down.
Receiving Team wins. Kicking Team: 0, Receiving Team: 3.  10:40 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['PUNT'],3,['FIELD_GOAL'],1,1,713.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  15:00 Remaining
Receiving Team starts their drive at their own 25 yardline
Receiving Team kicks a field goal.
Receiving Team kicks off. 
Kicking Team: 0, Receiving Team: 3.  12:54 Remaining
Kicking Team starts their drive at their own 25 yardline
Kicking Team went for it and failed on fourth down.
Receiving Team wins. Kicking Team: 0, Receiving Team: 3.  11:53 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['DOWNS'],3,"['PUNT', 'FIELD_GOAL']",1,2,305.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  15:00 Remaining
Receiving Team starts their drive at their own 25 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  12:47 Remaining
Kicking Team starts their drive at their own 31.0 yardline
Kicking Team turns the ball over via DOWNS.
Kicking Team: 0, Receiving Team: 0.  10:26 Remaining
Receiving Team starts their drive at their own 39.0 yardline
Receiving Team kicks a field goal.
Receiving Team wins. Kicking Team: 0, Receiving Team: 3.  5:05 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Kicking Team,1,0,0,3,['FIELD_GOAL'],0,['PUNT'],1,1,348.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  15:00 Remaining
Receiving Team starts their drive at their own 25 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  13:58 Remaining
Kicking Team starts their drive at their own 16.0 yardline
Kicking Team kicks a field goal.
Kicking Team wins. Kicking Team: 3, Receiving Team: 0.  5:48 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,3,['FIELD_GOAL'],6,"['FIELD_GOAL', 'FIELD_GOAL']",1,2,25.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  15:00 Remaining
Receiving Team starts their drive at their own 25 yardline
Receiving Team kicks a field goal.
Receiving Team kicks off. 
Kicking Team: 0, Receiving Team: 3.  8:45 Remaining
Kicking Team starts their drive at their own 22 yardline
Kicking Team kicks a field goal.
Kicking Team kicks off. 
Kicking Team: 3, Receiving Team: 3.  4:27 Remaining
Receiving Team starts their drive at their own 19 yardline
Receiving Team kicks a field goal.
Receiving Team wins. Kicking Team: 3, Receiving Team: 6.  0:25 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Kicking Team,1,0,0,7,['TOUCHDOWN'],3,['FIELD_GOAL'],1,1,532.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  14:51 Remaining
Receiving Team starts their drive at their own 28 yardline
Receiving Team kicks a field goal.
Receiving Team kicks off. 
Kicking Team: 0, Receiving Team: 3.  11:22 Remaining
Kicking Team starts their drive at their own 25 yardline
Kicking Team scores a touchdown.
Extra point is good.
Kicking Team wins. Kicking Team: 7, Receiving Team: 3.  8:52 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,"['PUNT', 'PUNT']",7,"['PUNT', 'PUNT', 'TOUCHDOWN']",2,3,314.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  15:00 Remaining
Receiving Team starts their drive at their own 25 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  11:42 Remaining
Kicking Team starts their drive at their own 18.0 yardline
Kicking Team punts.
Kicking Team: 0, Receiving Team: 0.  9:41 Remaining
Receiving Team starts their drive at their own 29.0 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  7:30 Remaining
Kicking Team starts their drive at their own 21.0 yardline
Kicking Team punts.
Kicking Team: 0, Receiving Team: 0.  6:58 Remaining
Receiving Team starts their drive at their own 33.0 yardline
Receiving Team scores a touchdown.
Extra point is good.
Receiving Team wins. Kicking Team: 0, Receiving Team: 7.  5:14 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Receiving Team,0,1,0,0,['PUNT'],3,"['DOWNS', 'FIELD_GOAL']",1,2,331.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  15:00 Remaining
Receiving Team starts their drive at their own 25 yardline
Receiving Team turns the ball over via DOWNS.
Kicking Team: 0, Receiving Team: 0.  11:03 Remaining
Kicking Team starts their drive at their own 45.0 yardline
Kicking Team punts.
Kicking Team: 0, Receiving Team: 0.  9:03 Remaining
Receiving Team starts their drive at the opponents 50.0 yardline
Receiving Team kicks a field goal.
Receiving Team wins. Kicking Team: 0, Receiving Team: 3.  5:31 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Kicking Team,1,0,0,7,['TOUCHDOWN'],0,['FUMBLE'],1,1,781.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  14:56 Remaining
Receiving Team starts their drive at their own 20 yardline
Receiving Team turns the ball over via FUMBLE.
Kicking Team: 0, Receiving Team: 0.  14:08 Remaining
Kicking Team starts their drive at the opponents 12.0 yardline
Kicking Team scores a touchdown.
Extra point is good.
Kicking Team wins. Kicking Team: 7, Receiving Team: 0.  13:01 Remaining
"
Kicking Team,Receiving Team,Kicking Team,Kicking Team,1,0,0,7,['TOUCHDOWN'],0,['PUNT'],1,1,637.0,"Kicking Team kicks off. 
Kicking Team: 0, Receiving Team: 0.  15:00 Remaining
Receiving Team starts their drive at their own 25 yardline
Receiving Team punts.
Kicking Team: 0, Receiving Team: 0.  14:01 Remaining
Kicking Team starts their drive at their own 24.0 yardline
Kicking Team scores a touchdown.
Extra point is good.
Kicking Team wins. Kicking Team: 7, Receiving Team: 0.  10:37 Remaining
"
